PID pid_obj(2.3, 0 , 0.14)
Time, Theta, Acc, Vel
7984, 28.77, -2.07, -2.97
9664, 28.77, -2.07, -3.33
11368, 28.77, -0.66, -3.44
13120, 28.77, -0.66, -3.54
18828, 40.15, -2.32, -13.09
20608, 40.15, -2.32, -13.51
22412, 40.15, -0.92, -13.66
28100, 42.92, -1.33, -19.04
29936, 42.92, -1.33, -19.34
31736, 42.92, -0.99, -19.51
-28120, 35.55, 0.09, -19.13
-26348, 35.55, 0.09, -19.11
-24556, 35.55, -0.82, -19.25
-22756, 35.55, -0.82, -19.38
-17040, 25.52, 0.65, -16.76
-15260, 25.52, 0.65, -16.64
-13464, 25.52, -0.59, -16.74
-7764, 11.57, 1.45, -10.86
-6028, 11.57, 1.45, -10.60
-4292, 11.57, -0.27, -10.64
-2532, 11.57, -0.27, -10.68
3124, -15.25, 3.69, 4.27
4796, -15.25, 3.69, 4.92
6500, -15.25, 0.35, 4.98
12100, -36.16, 3.46, 19.06
13876, -36.16, 3.46, 19.67
15740, -36.16, 0.83, 19.85
17532, -36.16, 0.83, 19.99
23240, -35.88, 0.79, 23.22
25012, -35.88, 0.79, 23.36
26804, -35.88, 0.83, 23.50
32472, -16.36, -2.04, 15.23
-31288, -16.36, -2.04, 14.88
-29480, -16.36, 0.38, 14.94
-23768, 7.08, -3.05, 2.51
-22092, 7.08, -3.05, 1.97
-20400, 7.08, -0.16, 1.94
-18720, 7.08, -0.16, 1.92
-13112, 43.83, -5.62, -20.93
-11332, 43.83, -5.62, -21.90
-9532, 43.83, -1.01, -22.06
-3808, 66.98, -4.38, -40.18
-2072, 66.98, -4.38, -40.95
-308, 66.98, -1.54, -41.20
1396, 66.98, -1.54, -41.45
7080, 59.21, -0.40, -43.10
8808, 59.21, -0.40, -43.17
10552, 59.21, -1.36, -43.38
16244, 37.40, 1.84, -35.96
18016, 37.40, 1.84, -35.64
19808, 37.40, -0.86, -35.78
21600, 37.40, -0.86, -35.93
27368, -4.32, 5.18, -14.47
29104, -4.32, 5.18, -13.56
30872, -4.32, 0.10, -13.55
-29048, -46.05, 6.28, 11.77
-27268, -46.05, 6.28, 12.90
-25472, -46.05, 1.06, 13.08
-23688, -46.05, 1.06, 13.26
-17956, -53.67, 2.17, 22.13
-16168, -53.67, 2.17, 22.51
-14364, -53.67, 1.23, 22.71
-8676, -44.62, -0.09, 22.33
-6940, -44.62, -0.09, 22.31
-5200, -44.62, 1.03, 22.48
-3440, -44.62, 1.03, 22.65
2220, -44.30, 0.98, 26.63
3992, -44.30, 0.98, 26.86
5740, -44.30, 1.02, 27.02
11376, -53.66, 2.40, 36.76
13140, -53.66, 2.40, 37.19
14940, -53.66, 1.23, 37.39
20656, -63.98, 2.74, 48.55
22424, -63.98, 2.74, 49.02
24220, -63.98, 1.47, 49.27
26084, -63.98, 1.47, 49.60
31800, -64.62, 1.57, 55.99
-31960, -64.62, 1.57, 56.27
-30144, -64.62, 1.49, 56.52
-24452, -36.61, -2.63, 45.92
-22664, -36.61, -2.63, 45.46
-20836, -36.61, 0.84, 45.60
-19036, -36.61, 0.84, 45.74
-13264, -5.04, -3.73, 30.34
-11536, -5.04, -3.73, 29.68
-9776, -5.04, 0.12, 29.70
-4188, 35.93, -5.98, 5.41
-2508, 35.93, -5.98, 4.39
-804, 35.93, -0.83, 4.25
848, 35.93, -0.83, 4.12
6388, 55.90, -3.82, -11.36
8116, 55.90, -3.82, -12.03
9856, 55.90, -1.29, -12.24
15500, 68.46, -3.14, -24.94
17272, 68.46, -3.14, -25.48
19076, 68.46, -1.57, -25.74
20880, 68.46, -1.57, -25.99
26672, 75.35, -2.57, -36.65
28444, 75.35, -2.57, -37.10
30248, 75.35, -1.73, -37.37
-29584, 71.45, -1.16, -42.07
-27808, 71.45, -1.16, -42.27
-25992, 71.45, -1.64, -42.54
-20280, 62.08, -0.28, -43.65
-18448, 62.08, -0.28, -43.72
-16644, 62.08, -1.43, -43.95
-14844, 62.08, -1.43, -44.19
-9104, 29.99, 3.25, -30.90
-7380, 29.99, 3.25, -30.33
-5632, 29.99, -0.69, -30.44
28, -3.16, 4.21, -13.35
1628, -3.16, 4.21, -12.61
3356, -3.16, 0.07, -12.60
5036, -3.16, 0.07, -12.59
10636, -28.15, 3.79, 2.80
12356, -28.15, 3.79, 3.49
14104, -28.15, 0.65, 3.60
19732, -46.49, 3.36, 17.17
21512, -46.49, 3.36, 17.77
23304, -46.49, 1.07, 17.95
25096, -46.49, 1.07, 18.12
30824, -46.78, 1.11, 22.66
32656, -46.78, 1.11, 22.92
-31080, -46.78, 1.08, 23.10
-25396, -31.15, -1.22, 18.17
-23608, -31.15, -1.22, 17.95
-21792, -31.15, 0.72, 18.06
-19984, -31.15, 0.72, 18.19
-14252, -11.22, -2.18, 9.26
-12516, -11.22, -2.18, 8.87
-10748, -11.22, 0.26, 8.92
-5080, 4.95, -2.12, 0.28
-3452, 4.95, -2.12, -0.09
-1808, 4.95, -0.11, -0.11
-168, 4.95, -0.11, -0.13
5328, 29.16, -3.77, -15.41
7064, 29.16, -3.77, -16.05
8820, 29.16, -0.67, -16.16
14484, 46.22, -3.18, -29.13
16324, 46.22, -3.18, -29.88
18128, 46.22, -1.06, -30.05
19928, 46.22, -1.06, -30.23
25648, 42.87, -0.58, -32.57
27420, 42.87, -0.58, -32.67
29216, 42.87, -0.99, -32.83
-30612, 25.05, 1.62, -26.23
-28840, 25.05, 1.62, -25.95
-27040, 25.05, -0.58, -26.04
-21316, -2.76, 3.48, -11.82
-19584, -2.76, 3.48, -11.20
-17824, -2.76, 0.06, -11.19
-16068, -2.76, 0.06, -11.18
-10388, -36.37, 5.00, 9.30
-8664, -36.37, 5.00, 10.20
-6912, -36.37, 0.84, 10.34
-1256, -53.84, 3.41, 24.20
540, -53.84, 3.41, 25.01
2240, -53.84, 1.24, 25.22
3988, -53.84, 1.24, 25.42
9644, -42.01, -0.50, 23.38
11368, -42.01, -0.50, 23.29
13152, -42.01, 0.97, 23.45
18828, -14.07, -3.14, 10.76
20616, -14.07, -3.14, 10.18
22416, -14.07, 0.32, 10.24
24208, -14.07, 0.32, 10.29
29900, 20.73, -4.78, -9.07
31620, 20.73, -4.78, -9.89
-32156, 20.73, -0.48, -9.97
-26480, 56.29, -5.70, -33.18
-24644, 56.29, -5.70, -34.53
-22840, 56.29, -1.29, -34.74
-17108, 69.96, -3.28, -48.14
-15324, 69.96, -3.28, -48.73
-13520, 69.96, -1.61, -49.00
-11720, 69.96, -1.61, -49.25
-5968, 54.18, 0.69, -46.44
-4240, 54.18, 0.69, -46.32
-2432, 54.18, -1.25, -46.60
3224, 17.52, 4.16, -29.77
4952, 17.52, 4.16, -29.04
6692, 17.52, -0.40, -29.10
8432, 17.52, -0.40, -29.17
14100, -33.11, 7.05, -0.34
15828, -33.11, 7.05, 0.93
17576, -33.11, 0.76, 1.07
23212, -62.85, 5.15, 22.01
24984, -62.85, 5.15, 22.92
26788, -62.85, 1.45, 23.17
28588, -62.85, 1.45, 23.41
-31248, -81.71, 4.20, 40.43
-29404, -81.71, 4.20, 41.43
-27592, -81.71, 1.88, 41.76
-21884, -77.30, 1.24, 46.78
-20100, -77.30, 1.24, 47.00
-18308, -77.30, 1.78, 47.31
-12600, -54.07, -1.62, 40.73
-10808, -54.07, -1.62, 40.44
-8992, -54.07, 1.24, 40.64
-7240, -54.07, 1.24, 40.85
-1504, -25.65, -2.89, 28.89
240, -25.65, -2.89, 28.38
1944, -25.65, 0.59, 28.48
7564, 11.95, -4.97, 8.44
9244, 11.95, -4.97, 7.54
10936, 11.95, -0.27, 7.50
12680, 11.95, -0.27, 7.45
18328, 30.89, -3.07, -5.04
20048, 30.89, -3.07, -5.58
21800, 30.89, -0.71, -5.70
27440, 36.67, -1.56, -12.05
29212, 36.67, -1.56, -12.32
31020, 36.67, -0.84, -12.46
-32716, 36.67, -0.84, -12.60
-27012, 42.82, -1.74, -19.68
-25228, 42.82, -1.74, -19.98
-23420, 42.82, -0.98, -20.14
-17712, 47.06, -1.60, -26.65
-15880, 47.06, -1.60, -27.02
-14084, 47.06, -1.08, -27.19
-12280, 47.06, -1.08, -27.38
-6568, 47.08, -1.09, -31.82
-4836, 47.08, -1.09, -32.00
-3104, 47.08, -1.08, -32.18
2548, 44.15, -0.65, -34.82
4288, 44.15, -0.65, -34.93
6028, 44.15, -1.02, -35.09
7780, 44.15, -1.02, -35.25
13480, 30.95, 0.92, -31.49
15248, 30.95, 0.92, -31.33
17040, 30.95, -0.71, -31.45
22732, 1.44, 3.61, -16.81
24452, 1.44, 3.61, -16.16
26204, 1.44, -0.03, -16.16
31832, -20.55, 3.22, -3.14
-31972, -20.55, 3.22, -2.56
-30204, -20.55, 0.47, -2.48
-28440, -20.55, 0.47, -2.40
-22788, -34.85, 2.58, 8.08
-21064, -34.85, 2.58, 8.54
-19300, -34.85, 0.80, 8.67
-13660, -47.44, 2.66, 19.46
-11880, -47.44, 2.66, 19.92
-10072, -47.44, 1.09, 20.11
-8276, -47.44, 1.09, 20.30
-2560, -51.69, 1.71, 27.36
-820, -51.69, 1.71, 27.66
884, -51.69, 1.19, 27.86
6468, -45.37, 0.25, 28.85
8196, -45.37, 0.25, 28.90
9932, -45.37, 1.04, 29.07
11680, -45.37, 1.04, 29.24
17388, -35.10, -0.46, 27.38
19164, -35.10, -0.46, 27.30
20952, -35.10, 0.81, 27.43
26636, -12.21, -2.55, 17.09
28404, -12.21, -2.55, 16.64
30208, -12.21, 0.28, 16.69
32004, -12.21, 0.28, 16.74
-27828, 19.81, -4.40, -1.20
-26100, 19.81, -4.40, -1.97
-24344, 19.81, -0.46, -2.05
-18700, 37.96, -3.13, -14.74
-16912, 37.96, -3.13, -15.27
-15100, 37.96, -0.87, -15.42
-13284, 37.96, -0.87, -15.57
-7568, 30.69, 0.19, -14.81
-5836, 30.69, 0.19, -14.78
-4100, 30.69, -0.71, -14.89
1604, 7.18, 2.74, -3.67
3240, 7.18, 2.74, -3.18
4888, 7.18, -0.17, -3.20
6544, 7.18, -0.17, -3.23
12120, -12.62, 2.79, 8.15
13852, -12.62, 2.79, 8.64
15612, -12.62, 0.29, 8.69
21224, -10.84, 0.03, 8.79
22944, -10.84, 0.03, 8.79
24684, -10.84, 0.25, 8.84
26424, -10.84, 0.25, 8.88
32060, -11.28, 0.32, 10.15
-31700, -11.28, 0.32, 10.21
-29904, -11.28, 0.26, 10.25
-24212, -26.86, 2.54, 20.54
-22428, -26.86, 2.54, 21.01
-20632, -26.86, 0.62, 21.11
-18820, -26.86, 0.62, 21.22
-13060, -45.24, 3.28, 34.74
-11284, -45.24, 3.28, 35.31
-9476, -45.24, 1.04, 35.48
-3828, -53.55, 2.26, 44.66
-2088, -53.55, 2.26, 45.06
-328, -53.55, 1.23, 45.26
5296, -49.08, 0.57, 47.58
7012, -49.08, 0.57, 47.68
8812, -49.08, 1.13, 47.94
10568, -49.08, 1.13, 48.13
16244, -23.10, -2.68, 37.27
18024, -23.10, -2.68, 36.80
19820, -23.10, 0.53, 36.89
25520, 16.94, -5.32, 15.21
27300, 16.94, -5.32, 14.29
29100, 16.94, -0.39, 14.23
30892, 16.94, -0.39, 14.17
-28920, 44.31, -4.38, -3.75
-27184, 44.31, -4.38, -4.50
-25424, 44.31, -1.02, -4.66
-19752, 69.79, -4.76, -24.04
-17972, 69.79, -4.76, -24.88
-16108, 69.79, -1.61, -25.23
-10376, 73.48, -2.14, -33.98
-8588, 73.48, -2.14, -34.36
-6820, 73.48, -1.69, -34.64
-5064, 73.48, -1.69, -34.92
636, 53.15, 1.28, -29.66
2324, 53.15, 1.28, -29.43
4064, 53.15, -1.22, -29.63
9704, 24.85, 2.96, -17.69
11436, 24.85, 2.96, -17.16
13224, 24.85, -0.57, -17.25
15020, 24.85, -0.57, -17.34
20748, -16.99, 5.53, 5.26
22472, -16.99, 5.53, 6.26
24228, -16.99, 0.39, 6.32
29852, -41.71, 4.05, 22.66
31680, -41.71, 4.05, 23.62
-32056, -41.71, 0.96, 23.78
-30256, -41.71, 0.96, 23.94
-24512, -32.84, -0.33, 22.58
-22732, -32.84, -0.33, 22.52
-20924, -32.84, 0.76, 22.65
-15196, -2.61, -3.66, 7.74
-13504, -2.61, -3.66, 7.08
-11792, -2.61, 0.06, 7.09
-10100, -2.61, 0.06, 7.10
-4488, 36.40, -5.71, -16.24
-2748, 36.40, -5.71, -17.24
-992, 36.40, -0.84, -17.38
4584, 73.91, -6.42, -43.31
6384, 73.91, -6.42, -44.83
8128, 73.91, -1.70, -45.10
9880, 73.91, -1.70, -45.37
15540, 87.05, -3.63, -60.13
17316, 87.05, -3.63, -60.75
19112, 87.05, -2.00, -61.07
24872, 67.88, 0.78, -57.85
26640, 67.88, 0.78, -57.71
28428, 67.88, -1.56, -57.97
-31396, 26.99, 4.41, -40.01
-29616, 26.99, 4.41, -39.19
-27820, 26.99, -0.62, -39.29
-26016, 26.99, -0.62, -39.39
-20308, -20.07, 6.28, -13.96
-18524, -20.07, 6.28, -12.83
-16716, -20.07, 0.46, -12.75
-11008, -63.20, 6.77, 14.69
-9228, -63.20, 6.77, 15.88
-7468, -63.20, 1.45, 16.12
-5708, -63.20, 1.45, 16.36
-44, -85.90, 4.79, 35.88
1652, -85.90, 4.79, 37.02
3400, -85.90, 1.98, 37.35
9036, -72.36, -0.02, 37.25
10768, -72.36, -0.02, 37.25
12564, -72.36, 1.66, 37.53
14368, -72.36, 1.66, 37.81
20092, -39.33, -3.15, 24.95
21880, -39.33, -3.15, 24.40
23688, -39.33, 0.90, 24.55
29372, -7.39, -3.78, 9.23
31064, -7.39, -3.78, 8.57
-32756, -7.39, 0.17, 8.60
-31052, -7.39, 0.17, 8.63
-25428, 24.66, -4.57, -10.02
-23656, 24.66, -4.57, -10.81
-21844, 24.66, -0.57, -10.90
-16132, 36.51, -2.30, -20.23
-14288, 36.51, -2.30, -20.78
-12488, 36.51, -0.84, -20.92
-6768, 19.90, 1.58, -14.48
-5040, 19.90, 1.58, -14.19
-3300, 19.90, -0.46, -14.27
-1544, 19.90, -0.46, -14.34
4124, -9.23, 3.83, 1.26
5760, -9.23, 3.83, 1.95
7404, -9.23, 0.21, 1.98
12924, -37.55, 4.47, 20.01
14700, -37.55, 4.47, 20.81
16500, -37.55, 0.86, 20.96
18288, -37.55, 0.86, 21.11
24004, -66.03, 5.02, 41.58
25832, -66.03, 5.02, 42.80
27616, -66.03, 1.52, 43.06
-32264, -78.19, 3.31, 56.38
-30480, -78.19, 3.31, 56.96
-28676, -78.19, 1.80, 57.25
-26864, -78.19, 1.80, 57.55
-21072, -66.32, 0.08, 57.89
-19300, -66.32, 0.08, 57.91
-17508, -66.32, 1.53, 58.16
-11792, -35.45, -2.98, 46.06
-10008, -35.45, -2.98, 45.53
-8204, -35.45, 0.82, 45.67
-2544, 8.47, -5.65, 22.73
-860, 8.47, -5.65, 21.71
796, 8.47, -0.19, 21.68
2432, 8.47, -0.19, 21.65
8024, 49.68, -6.32, -4.05
9700, 49.68, -6.32, -5.14
11408, 49.68, -1.14, -5.33
13160, 49.68, -1.14, -5.51
18820, 74.81, -4.84, -25.15
20660, 74.81, -4.84, -26.32
22460, 74.81, -1.72, -26.60
28136, 67.29, -0.62, -29.09
29908, 67.29, -0.62, -29.19
31700, 67.29, -1.55, -29.45
-28128, 36.33, 2.97, -17.37
-26348, 36.33, 2.97, -16.86
-24544, 36.33, -0.84, -17.00
-22756, 36.33, -0.84, -17.13
-17032, 2.56, 4.09, -0.49
-15364, 2.56, 4.09, 0.26
-13684, 2.56, -0.06, 0.25
-8088, -35.62, 5.63, 23.13
-6348, -35.62, 5.63, 24.14
-4584, -35.62, 0.82, 24.27
-2772, -35.62, 0.82, 24.46
2884, -53.40, 3.44, 38.43
4612, -53.40, 3.44, 39.04
6352, -53.40, 1.23, 39.25
11988, -37.03, -1.19, 34.42
13768, -37.03, -1.19, 34.21
15572, -37.03, 0.85, 34.35
17352, -37.03, 0.85, 34.49
23080, -5.15, -3.80, 18.93
24824, -5.15, -3.80, 18.21
26568, -5.15, 0.12, 18.23
32188, 46.10, -7.47, -11.87
-31568, 46.10, -7.47, -13.21
-29764, 46.10, -1.06, -13.38
-27952, 46.10, -1.06, -13.55
-22224, 79.06, -5.86, -37.48
-20384, 79.06, -5.86, -38.88
-18588, 79.06, -1.82, -39.18
-12888, 71.89, -0.77, -42.31
-11104, 71.89, -0.77, -42.45
-9308, 71.89, -1.65, -42.72
-3632, 35.91, 3.63, -27.94
-1892, 35.91, 3.63, -27.29
-148, 35.91, -0.83, -27.42
1572, 35.91, -0.83, -27.56
7272, -4.01, 5.02, -6.94
8900, -4.01, 5.02, -6.06
10544, -4.01, 0.09, -6.05
12232, -4.01, 0.09, -6.03
17808, -45.24, 6.23, 19.24
19588, -45.24, 6.23, 20.39
21384, -45.24, 1.04, 20.56
27080, -61.69, 3.45, 34.56
28920, -61.69, 3.45, 35.38
30724, -61.69, 1.42, 35.62
-29140, -42.64, -1.38, 30.06
-27356, -42.64, -1.38, 29.81
-25544, -42.64, 0.98, 29.98
-23740, -42.64, 0.98, 30.15
-18000, -8.75, -3.95, 13.95
-16256, -8.75, -3.95, 13.20
-14504, -8.75, 0.20, 13.23
-8860, 22.38, -4.39, -4.55
-7176, 22.38, -4.39, -5.33
-5460, 22.38, -0.51, -5.41
-3744, 22.38, -0.51, -5.49
1852, 49.76, -4.58, -24.05
3584, 49.76, -4.58, -24.83
5396, 49.76, -1.14, -25.08
11052, 56.67, -2.16, -33.87
12840, 56.67, -2.16, -34.24
14648, 56.67, -1.30, -34.45
16444, 56.67, -1.30, -34.67
22140, 39.24, 1.25, -29.61
23920, 39.24, 1.25, -29.39
25716, 39.24, -0.90, -29.55
31412, 11.86, 3.10, -16.94
-32356, 11.86, 3.10, -16.41
-30560, 11.86, -0.27, -16.45
-28760, 11.86, -0.27, -16.50
-23044, -33.15, 6.29, 9.21
-21300, -33.15, 6.29, 10.36
-19496, -33.15, 0.76, 10.49
-13808, -62.16, 5.01, 30.77
-11968, -62.16, 5.01, 31.95
-10164, -62.16, 1.43, 32.20
-4440, -54.62, 0.33, 33.55
-2704, -54.62, 0.33, 33.61
-940, -54.62, 1.26, 33.82
764, -54.62, 1.26, 34.04
6340, -22.56, -3.52, 19.82
8072, -22.56, -3.52, 19.20
9828, -22.56, 0.52, 19.29
15440, 14.75, -5.01, -0.92
17156, 14.75, -5.01, -1.80
18900, 14.75, -0.34, -1.86
20648, 14.75, -0.34, -1.92
26320, 52.64, -5.91, -26.03
28160, 52.64, -5.91, -27.42
29964, 52.64, -1.21, -27.62
-29852, 67.39, -3.36, -41.33
-28064, 67.39, -3.36, -41.91
-26252, 67.39, -1.55, -42.17
-24424, 67.39, -1.55, -42.43
-18712, 47.95, 1.28, -37.21
-16928, 47.95, 1.28, -36.99
-15128, 47.95, -1.10, -37.16
-9364, 8.28, 4.65, -18.00
-7688, 8.28, 4.65, -17.18
-5984, 8.28, -0.19, -17.22
-372, -44.79, 7.68, 14.02
1316, -44.79, 7.68, 15.37
3052, -44.79, 1.03, 15.54
4804, -44.79, 1.03, 15.71
10448, -72.22, 5.08, 36.33
12216, -72.22, 5.08, 37.23
14020, -72.22, 1.66, 37.50
19764, -78.19, 2.53, 47.89
21540, -78.19, 2.53, 48.34
23340, -78.19, 1.80, 48.65
25140, -78.19, 1.80, 48.95
30848, -78.02, 1.77, 56.15
32620, -78.02, 1.77, 56.47
-31116, -78.02, 1.79, 56.77
-25360, -80.41, 2.14, 65.57
-23576, -80.41, 2.14, 65.95
-21764, -80.41, 1.85, 66.26
-19944, -80.41, 1.85, 66.58
-14220, -60.77, -1.01, 62.44
-12436, -60.77, -1.01, 62.26
-10628, -60.77, 1.40, 62.49
-4856, -32.67, -2.67, 51.47
-3112, -32.67, -2.67, 50.99
-1344, -32.67, 0.75, 51.11
4304, 7.27, -5.13, 30.35
5984, 7.27, -5.13, 29.45
7692, 7.27, -0.17, 29.42
9392, 7.27, -0.17, 29.39
14976, 40.75, -5.15, 8.54
16704, 40.75, -5.15, 7.65
18460, 40.75, -0.94, 7.49
24068, 71.12, -5.44, -14.37
25856, 71.12, -5.44, -15.30
27656, 71.12, -1.64, -15.58
29456, 71.12, -1.64, -15.83
-30340, 84.12, -3.53, -30.24
-28492, 84.12, -3.53, -31.09
-26692, 84.12, -1.93, -31.41
-20968, 72.47, -0.24, -32.37
-19180, 72.47, -0.24, -32.41
-17376, 72.47, -1.67, -32.69
-15560, 72.47, -1.67, -32.96
-9828, 47.13, 2.02, -24.73
-8092, 47.13, 2.02, -24.36
-6352, 47.13, -1.08, -24.54
-688, 19.17, 3.03, -12.23
996, 19.17, 3.03, -11.71
2700, 19.17, -0.44, -11.78
4444, 19.17, -0.44, -11.85
10108, -13.42, 4.36, 5.91
11836, -13.42, 4.36, 6.68
13596, -13.42, 0.31, 6.73
19212, -29.02, 2.62, 17.28
20984, -29.02, 2.62, 17.74
22780, -29.02, 0.67, 17.85
24568, -29.02, 0.67, 17.97
30308, -17.03, -1.08, 13.54
32084, -17.03, -1.08, 13.35
-31652, -17.03, 0.39, 13.42
-25948, 8.25, -3.30, -0.01
-24268, 8.25, -3.30, -0.59
-22576, 8.25, -0.19, -0.62
-17016, 26.72, -2.95, -12.47
-15228, 26.72, -2.95, -13.00
-13432, 26.72, -0.61, -13.10
-11628, 26.72, -0.61, -13.20
-5920, 40.01, -2.56, -23.56
-4192, 40.01, -2.56, -24.00
-2448, 40.01, -0.92, -24.15
3204, 56.51, -3.36, -37.76
4996, 56.51, -3.36, -38.53
6756, 56.51, -1.30, -38.75
8512, 56.51, -1.30, -38.96
14164, 67.23, -2.88, -50.65
15944, 67.23, -2.88, -51.14
17752, 67.23, -1.55, -51.40
23456, 67.04, -1.52, -57.56
25300, 67.04, -1.52, -57.92
27100, 67.04, -1.54, -58.17
28900, 67.04, -1.54, -58.42
-30900, 44.55, 1.73, -51.33
-29116, 44.55, 1.73, -51.02
-27320, 44.55, -1.02, -51.19
-21600, 5.61, 4.66, -32.20
-19872, 5.61, 4.66, -31.38
-18112, 5.61, -0.13, -31.40
-12492, -31.38, 5.35, -9.84
-10752, -31.38, 5.35, -8.90
-8988, -31.38, 0.72, -8.78
-7280, -31.38, 0.72, -8.66
-1652, -60.83, 5.07, 11.98
80, -60.83, 5.07, 12.90
1720, -60.83, 1.40, 13.13
3480, -60.83, 1.40, 13.37
9128, -63.23, 1.75, 20.51
10928, -63.23, 1.75, 20.93
12728, -63.23, 1.45, 21.17
18408, -39.34, -2.05, 12.90
20184, -39.34, -2.05, 12.54
21992, -39.34, 0.90, 12.69
27696, -9.24, -3.50, -1.55
29380, -9.24, -3.50, -2.16
31092, -9.24, 0.21, -2.13
-32732, -9.24, 0.21, -2.09
-27100, 9.18, -2.50, -12.35
-25364, 9.18, -2.50, -12.79
-23612, 9.18, -0.21, -12.82
-17948, 29.72, -3.23, -25.95
-16164, 29.72, -3.23, -26.50
-14300, 29.72, -0.68, -26.66
-12504, 29.72, -0.68, -26.78
-6780, 40.91, -2.31, -36.22
-5032, 40.91, -2.31, -36.63
-3268, 40.91, -0.94, -36.79
2368, 33.48, 0.15, -36.16
4092, 33.48, 0.15, -36.13
5828, 33.48, -0.77, -36.26
7584, 33.48, -0.77, -36.38
13300, 12.54, 2.29, -26.93
15080, 12.54, 2.29, -26.53
16880, 12.54, -0.29, -26.58
22572, -28.28, 5.70, -3.46
24296, -28.28, 5.70, -2.46
26056, -28.28, 0.65, -2.35
27820, -28.28, 0.65, -2.23
-32044, -56.79, 4.83, 17.55
-30260, -56.79, 4.83, 18.40
-28456, -56.79, 1.31, 18.61
-22764, -68.85, 3.07, 31.02
-20996, -68.85, 3.07, 31.55
-19136, -68.85, 1.58, 31.90
-13428, -75.26, 2.52, 42.17
-11640, -75.26, 2.52, 42.62
-9832, -75.26, 1.73, 42.90
-8072, -75.26, 1.73, 43.20
-2420, -73.27, 1.44, 49.04
-680, -73.27, 1.44, 49.29
1036, -73.27, 1.69, 49.58
6724, -62.28, 0.08, 49.89
8448, -62.28, 0.08, 49.91
10180, -62.28, 1.43, 50.14
11984, -62.28, 1.43, 50.38
17676, -25.93, -3.90, 34.63
19452, -25.93, -3.90, 33.94
21256, -25.93, 0.60, 34.04
26964, 6.14, -4.09, 17.35
28688, 6.14, -4.09, 16.61
30432, 6.14, -0.14, 16.59
32172, 6.14, -0.14, 16.56
-27708, 39.40, -5.04, -3.99
-25984, 39.40, -5.04, -4.86
-24228, 39.40, -0.91, -5.00
-18580, 54.78, -3.17, -17.92
-16792, 54.78, -3.17, -18.46
-14984, 54.78, -1.26, -18.67
-13160, 54.78, -1.26, -18.89
-7396, 42.26, 0.55, -16.62
-5664, 42.26, 0.55, -16.53
-3916, 42.26, -0.97, -16.68
1712, 15.31, 3.02, -4.52
3392, 15.31, 3.02, -4.00
5076, 15.31, -0.35, -4.06
6788, 15.31, -0.35, -4.12
12424, -4.13, 2.52, 6.19
14104, -4.13, 2.52, 6.64
15808, -4.13, 0.09, 6.66
21392, -16.94, 2.00, 14.78
23156, -16.94, 2.00, 15.13
24948, -16.94, 0.39, 15.20
26748, -16.94, 0.39, 15.27
32436, -32.64, 2.68, 26.19
-31260, -32.64, 2.68, 26.84
-29456, -32.64, 0.75, 26.96
-23780, -42.51, 2.20, 35.86
-22000, -42.51, 2.20, 36.24
-20192, -42.51, 0.98, 36.41
-14492, -39.30, 0.51, 38.48
-12716, -39.30, 0.51, 38.57
-10912, -39.30, 0.90, 38.72
-9120, -39.30, 0.90, 38.87
-3432, -24.28, -1.30, 33.55
-1688, -24.28, -1.30, 33.32
76, -24.28, 0.56, 33.41
5580, 14.60, -5.29, 12.12
7312, 14.60, -5.29, 11.17
9048, 14.60, -0.34, 11.11
10796, 14.60, -0.34, 11.06
16504, 45.09, -4.79, -8.51
18220, 45.09, -4.79, -9.33
19976, 45.09, -1.04, -9.50
25608, 62.59, -3.63, -24.15
27384, 62.59, -3.63, -24.77
29192, 62.59, -1.44, -25.01
30992, 62.59, -1.44, -25.23
-28756, 73.36, -3.00, -37.64
-26972, 73.36, -3.00, -38.15
-25168, 73.36, -1.69, -38.43
-19448, 71.93, -1.48, -44.42
-17668, 71.93, -1.48, -44.68
-15856, 71.93, -1.65, -44.95
-10140, 63.52, -0.42, -46.67
-8364, 63.52, -0.42, -46.74
-6552, 63.52, -1.46, -47.06
-4792, 63.52, -1.46, -47.30
864, 37.70, 2.34, -37.80
2540, 37.70, 2.34, -37.40
4280, 37.70, -0.87, -37.54
9872, 0.06, 4.73, -18.58
11540, 0.06, 4.73, -17.75
13280, 0.06, -0.00, -17.75
15000, 0.06, -0.00, -17.75
20620, -25.82, 3.83, -2.19
22352, -25.82, 3.83, -1.50
24108, -25.82, 0.59, -1.40
29728, -49.45, 4.09, 15.08
31492, -49.45, 4.09, 15.80
-32256, -49.45, 1.14, 15.99
-30448, -49.45, 1.14, 16.18
-24712, -55.63, 2.04, 24.52
-22868, -55.63, 2.04, 25.01
-21068, -55.63, 1.28, 25.23
-15384, -39.70, -1.06, 20.97
-13608, -39.70, -1.06, 20.79
-11804, -39.70, 0.91, 20.94
-10004, -39.70, 0.91, 21.09
-4292, -15.38, -2.64, 10.31
-2544, -15.38, -2.64, 9.84
-824, -15.38, 0.35, 9.90
4704, 5.14, -2.73, -1.12
6356, 5.14, -2.73, -1.61
8008, 5.14, -0.12, -1.63
9668, 5.14, -0.12, -1.65
15224, 30.45, -3.90, -17.54
17000, 30.45, -3.90, -18.23
18796, 30.45, -0.70, -18.35
24476, 45.09, -2.85, -29.87
26308, 45.09, -2.85, -30.53
28108, 45.09, -1.04, -30.70
29896, 45.09, -1.04, -30.86
