"","x"
"3041","-1.58"
"3042","-1.58"
"3043","-1.58"
"3044","-1.58"
"3045","-1.58"
"3046","-1.98"
"3047","-1.98"
"3048","-1.98"
"3049","-1.98"
"3050","-3.39"
"3051","-3.39"
"3052","-3.39"
"3053","-3.39"
"3054","-3.39"
"3055","-3.89"
"3056","-3.89"
"3057","-3.89"
"3058","-3.89"
"3059","-4.06"
"3060","-4.06"
"3061","-4.06"
"3062","-4.06"
"3063","-4.06"
"3064","-4.06"
"3065","-4.06"
"3066","-4.06"
"3067","-3.79"
"3068","-3.79"
"3069","-3.79"
"3070","-3.79"
"3071","-3.49"
"3072","-3.49"
"3073","-3.49"
"3074","-3.49"
"3075","-3.49"
"3076","-3.48"
"3077","-3.48"
"3078","-3.48"
"3079","-3.48"
"3080","-3.48"
"3081","-3.43"
"3082","-3.43"
"3083","-3.43"
"3084","-3.43"
"3085","-3.37"
"3086","-3.37"
"3087","-3.37"
"3088","-3.37"
"3089","-3.29"
"3090","-3.29"
"3091","-3.29"
"3092","-3.29"
"3093","-3.32"
"3094","-3.32"
"3095","-3.32"
"3096","-3.32"
"3097","-3.32"
"3098","-3.39"
"3099","-3.39"
"3100","-3.39"
"3101","-3.39"
"3102","-3.39"
"3103","-3.35"
"3104","-3.35"
"3105","-3.35"
"3106","-3.35"
"3107","-3.35"
"3108","-3.31"
"3109","-3.31"
"3110","-3.31"
"3111","-3.31"
"3112","-3.31"
"3113","-3.19"
"3114","-3.19"
"3115","-3.19"
"3116","-3.19"
"3117","-3.19"
"3118","-3.14"
"3119","-3.14"
"3120","-3.14"
"3121","-3.14"
"3122","-3.14"
"3123","-3.17"
"3124","-3.17"
"3125","-3.17"
"3126","-3.17"
"3127","-3.27"
"3128","-3.27"
"3129","-3.27"
"3130","-3.27"
"3131","-3.36"
"3132","-3.36"
"3133","-3.36"
"3134","-3.36"
"3135","-3.45"
"3136","-3.45"
"3137","-3.45"
"3138","-3.45"
"3139","-3.45"
"3140","-3.57"
"3141","-3.57"
"3142","-3.57"
"3143","-3.57"
"3144","-3.57"
"3145","-3.77"
"3146","-3.77"
"3147","-3.77"
"3148","-3.77"
"3149","-3.77"
"3150","-4.02"
"3151","-4.02"
"3152","-4.02"
"3153","-4.02"
"3154","-4.02"
"3155","-3.53"
"3156","-3.53"
"3157","-3.53"
"3158","-3.53"
"3159","-3.29"
"3160","-3.29"
"3161","-3.29"
"3162","-3.29"
"3163","-3.10"
"3164","-3.10"
"3165","-3.10"
"3166","-3.10"
"3167","-2.81"
"3168","-2.81"
"3169","-2.81"
"3170","-2.81"
"3171","-2.81"
"3172","-2.53"
"3173","-2.53"
"3174","-2.53"
"3175","-2.53"
"3176","-2.53"
"3177","-2.22"
"3178","-2.22"
"3179","-2.22"
"3180","-2.22"
"3181","-2.18"
"3182","-2.18"
"3183","-2.18"
"3184","-2.18"
"3185","-2.18"
"3186","-2.29"
"3187","-2.29"
"3188","-2.29"
"3189","-2.29"
"3190","-2.29"
"3191","-2.41"
"3192","-2.41"
"3193","-2.41"
"3194","-2.41"
"3195","-2.41"
"3196","-2.46"
"3197","-2.46"
"3198","-2.46"
"3199","-2.46"
"3200","-2.46"
"3201","-2.17"
"3202","-2.17"
"3203","-2.17"
"3204","-2.17"
"3205","-1.87"
"3206","-1.87"
"3207","-1.87"
"3208","-1.87"
"3209","-1.61"
"3210","-1.61"
"3211","-1.61"
"3212","-1.61"
"3213","-1.50"
"3214","-1.50"
"3215","-1.50"
"3216","-1.50"
"3217","-1.50"
"3218","-1.55"
"3219","-1.55"
"3220","-1.55"
"3221","-1.55"
"3222","-1.55"
"3223","-1.58"
"3224","-1.58"
"3225","-1.58"
"3226","-1.58"
"3227","-1.58"
"3228","-1.62"
"3229","-1.62"
"3230","-1.62"
"3231","-1.62"
"3232","-1.62"
"3233","-1.57"
"3234","-1.57"
"3235","-1.57"
"3236","-1.57"
"3237","-1.57"
"3238","-1.37"
"3239","-1.37"
"3240","-1.37"
"3241","-1.37"
"3242","-1.37"
"3243","-1.14"
"3244","-1.14"
"3245","-1.14"
"3246","-1.14"
"3247","-0.87"
"3248","-0.87"
"3249","-0.87"
"3250","-0.87"
"3251","-0.63"
"3252","-0.63"
"3253","-0.63"
"3254","-0.63"
"3255","-0.38"
"3256","-0.38"
"3257","-0.38"
"3258","-0.38"
"3259","-0.38"
"3260","-0.12"
"3261","-0.12"
"3262","-0.12"
"3263","-0.12"
"3264","-0.12"
"3265","0.18"
"3266","0.18"
"3267","0.18"
"3268","0.18"
"3269","0.36"
"3270","0.36"
"3271","0.36"
"3272","0.36"
"3273","0.36"
"3274","0.60"
"3275","0.60"
"3276","0.60"
"3277","0.60"
"3278","0.60"
"3279","0.83"
"3280","0.83"
"3281","0.83"
"3282","0.83"
"3283","0.83"
"3284","0.90"
"3285","0.90"
"3286","0.90"
"3287","0.90"
"3288","0.90"
"3289","0.89"
"3290","0.89"
"3291","0.89"
"3292","0.89"
"3293","0.89"
"3294","0.82"
"3295","0.82"
"3296","0.82"
"3297","0.82"
"3298","0.82"
"3299","0.57"
"3300","0.57"
"3301","0.57"
"3302","0.57"
"3303","0.57"
"3304","0.31"
"3305","0.31"
"3306","0.31"
"3307","0.31"
"3308","0.31"
"3309","0.12"
"3310","0.12"
"3311","0.12"
"3312","0.12"
"3313","0.12"
"3314","0.17"
"3315","0.17"
"3316","0.17"
"3317","0.17"
"3318","0.17"
"3319","0.43"
"3320","0.43"
"3321","0.43"
"3322","0.43"
"3323","0.43"
"3324","0.51"
"3325","0.51"
"3326","0.51"
"3327","0.51"
"3328","0.51"
"3329","0.45"
"3330","0.45"
"3331","0.45"
"3332","0.45"
"3333","0.45"
"3334","0.34"
"3335","0.34"
"3336","0.34"
"3337","0.34"
"3338","0.33"
"3339","0.33"
"3340","0.33"
"3341","0.33"
"3342","0.33"
"3343","0.54"
"3344","0.54"
"3345","0.54"
"3346","0.54"
"3347","0.54"
"3348","0.77"
"3349","0.77"
"3350","0.77"
"3351","0.77"
"3352","0.77"
"3353","0.75"
"3354","0.75"
"3355","0.75"
"3356","0.75"
"3357","0.75"
"3358","0.44"
"3359","0.44"
"3360","0.44"
"3361","0.44"
"3362","0.29"
"3363","0.29"
"3364","0.29"
"3365","0.29"
"3366","0.29"
"3367","0.52"
"3368","0.52"
"3369","0.52"
"3370","0.52"
"3371","0.52"
"3372","0.92"
"3373","0.92"
"3374","0.92"
"3375","0.92"
"3376","0.92"
"3377","1.23"
"3378","1.23"
"3379","1.23"
"3380","1.23"
"3381","1.23"
"3382","1.43"
"3383","1.43"
"3384","1.43"
"3385","1.43"
"3386","1.43"
"3387","1.66"
"3388","1.66"
"3389","1.66"
"3390","1.66"
"3391","1.66"
"3392","1.82"
"3393","1.82"
"3394","1.82"
"3395","1.82"
"3396","1.90"
"3397","1.90"
"3398","1.90"
"3399","1.90"
"3400","1.90"
"3401","1.84"
"3402","1.84"
"3403","1.84"
"3404","1.84"
"3405","1.84"
"3406","1.67"
"3407","1.67"
"3408","1.67"
"3409","1.67"
"3410","1.55"
"3411","1.55"
"3412","1.55"
"3413","1.55"
"3414","1.55"
"3415","1.50"
"3416","1.50"
"3417","1.50"
"3418","1.50"
"3419","1.45"
"3420","1.45"
"3421","1.45"
"3422","1.45"
"3423","1.45"
"3424","1.18"
"3425","1.18"
"3426","1.18"
"3427","1.18"
"3428","1.18"
"3429","0.94"
"3430","0.94"
"3431","0.94"
"3432","0.94"
"3433","0.94"
"3434","0.74"
"3435","0.74"
"3436","0.74"
"3437","0.74"
"3438","0.74"
"3439","0.56"
"3440","0.56"
"3441","0.56"
"3442","0.56"
"3443","0.50"
"3444","0.50"
"3445","0.50"
"3446","0.50"
"3447","0.50"
"3448","0.59"
"3449","0.59"
"3450","0.59"
"3451","0.59"
"3452","0.59"
"3453","0.78"
"3454","0.78"
"3455","0.78"
"3456","0.78"
"3457","0.78"
"3458","0.83"
"3459","0.83"
"3460","0.83"
"3461","0.83"
"3462","0.83"
"3463","0.86"
"3464","0.86"
"3465","0.86"
"3466","0.86"
"3467","0.86"
"3468","0.84"
"3469","0.84"
"3470","0.84"
"3471","0.84"
"3472","0.84"
"3473","0.84"
"3474","0.84"
"3475","0.84"
"3476","0.84"
"3477","0.84"
"3478","0.84"
"3479","0.84"
"3480","0.84"
"3481","0.84"
"3482","0.84"
"3483","0.82"
"3484","0.82"
"3485","0.82"
"3486","0.82"
"3487","0.82"
"3488","0.18"
"3489","0.18"
"3490","0.18"
"3491","0.18"
"3492","0.18"
"3493","-0.10"
"3494","-0.10"
"3495","-0.10"
"3496","-0.10"
"3497","-0.10"
"3498","1.18"
"3499","1.18"
"3500","1.18"
"3501","1.18"
